"Blooket
Import Template",,,,,,,
803,"If hawks are umpires, then umbrellas are furious.

What is the contrapositive?","If hawks are umpires, then umbrellas are NOT furious.","If hawks are NOT umpires, then umbrellas are NOT furious.","If umbrellas are furious, then hawks are umpires.","If umbrellas are NOT furious, then hawks are NOT umpires.",30,4
804,"If quokkas are NOT weak, then whales are NOT happy.

What is the contrapositive?","If whales are NOT happy, then quokkas are NOT weak.","If whales are happy, then quokkas are weak.","If quokkas are weak, then whales are NOT happy.","If quokkas are weak, then whales are happy.",30,2
805,"If hawks are violent, then owls are NOT curious.

What is the inverse?","If owls are curious, then hawks are violent.","If hawks are NOT violent, then owls are curious.","If owls are curious, then hawks are NOT violent.","If owls are NOT curious, then hawks are violent.",30,2
806,"If jaguars are NOT indigo, then kangaroos are NOT transient.

What is the converse?","If kangaroos are NOT transient, then jaguars are NOT indigo.","If kangaroos are transient, then jaguars are indigo.","If jaguars are indigo, then kangaroos are transient.","If kangaroos are transient, then jaguars are NOT indigo.",30,1
807,"If violins are blue, then narwhals are NOT red.

What is the converse?","If violins are blue, then narwhals are red.","If narwhals are red, then violins are NOT blue.","If violins are NOT blue, then narwhals are red.","If narwhals are NOT red, then violins are blue.",30,4
808,"If giraffes are NOT umpires, then quokkas are NOT jealous.

What is the contrapositive?","If giraffes are umpires, then quokkas are jealous.","If quokkas are NOT jealous, then giraffes are NOT umpires.","If quokkas are NOT jealous, then giraffes are umpires.","If quokkas are jealous, then giraffes are umpires.",30,4
809,"If hawks are jealous, then kangaroos are killers.

What is the inverse?","If hawks are NOT jealous, then kangaroos are NOT killers.","If kangaroos are killers, then hawks are jealous.","If kangaroos are NOT killers, then hawks are jealous.","If kangaroos are NOT killers, then hawks are NOT jealous.",30,1
810,"If whales are NOT zombies, then mice are happy.

What is the inverse?","If whales are NOT zombies, then mice are NOT happy.","If mice are happy, then whales are NOT zombies.","If mice are NOT happy, then whales are zombies.","If whales are zombies, then mice are NOT happy.",30,4
811,"If narwhals are NOT pious, then kangaroos are NOT green.

What is the contrapositive?","If kangaroos are NOT green, then narwhals are NOT pious.","If kangaroos are NOT green, then narwhals are pious.","If narwhals are pious, then kangaroos are green.","If kangaroos are green, then narwhals are pious.",30,4
812,"If mice are NOT nice, then narwhals are NOT zombies.

What is the converse?","If narwhals are NOT zombies, then mice are NOT nice.","If narwhals are NOT zombies, then mice are nice.","If mice are nice, then narwhals are zombies.","If narwhals are zombies, then mice are nice.",30,1
813,"If owls are killers, then cats are blue.

What is the converse?","If cats are blue, then owls are killers.","If owls are NOT killers, then cats are NOT blue.","If cats are NOT blue, then owls are NOT killers.","If cats are NOT blue, then owls are killers.",30,1
814,"If mice are NOT zombies, then flowers are NOT green.

What is the converse?","If mice are zombies, then flowers are green.","If mice are NOT zombies, then flowers are green.","If flowers are green, then mice are zombies.","If flowers are NOT green, then mice are NOT zombies.",30,4
815,"If elephants are NOT killers, then cats are NOT dangerous.

What is the contrapositive?","If cats are NOT dangerous, then elephants are NOT killers.","If cats are dangerous, then elephants are NOT killers.","If cats are dangerous, then elephants are killers.","If elephants are killers, then cats are dangerous.",30,3
816,"If apples are transient, then cats are blue.

What is the inverse?","If apples are NOT transient, then cats are NOT blue.","If cats are blue, then apples are transient.","If cats are blue, then apples are NOT transient.","If cats are NOT blue, then apples are NOT transient.",30,1
817,"If owls are xenophobic, then insects are NOT zombies.

What is the inverse?","If owls are xenophobic, then insects are zombies.","If insects are NOT zombies, then owls are xenophobic.","If owls are NOT xenophobic, then insects are zombies.","If insects are zombies, then owls are NOT xenophobic.",30,3
818,"If insects are queens, then narwhals are menacing.

What is the converse?","If narwhals are NOT menacing, then insects are NOT queens.","If insects are NOT queens, then narwhals are NOT menacing.","If narwhals are menacing, then insects are queens.","If narwhals are NOT menacing, then insects are queens.",30,3
819,"If apples are blue, then whales are NOT weak.

What is the contrapositive?","If apples are NOT blue, then whales are weak.","If whales are weak, then apples are NOT blue.","If whales are NOT weak, then apples are NOT blue.","If whales are NOT weak, then apples are blue.",30,2
820,"If flowers are NOT nice, then zebras are furious.

What is the converse?","If zebras are furious, then flowers are NOT nice.","If zebras are NOT furious, then flowers are NOT nice.","If zebras are NOT furious, then flowers are nice.","If flowers are nice, then zebras are NOT furious.",30,1
821,"If giraffes are killers, then owls are violent.

What is the contrapositive?","If giraffes are NOT killers, then owls are NOT violent.","If owls are NOT violent, then giraffes are killers.","If owls are violent, then giraffes are killers.","If owls are NOT violent, then giraffes are NOT killers.",30,4
822,"If narwhals are NOT blue, then quokkas are queens.

What is the converse?","If quokkas are queens, then narwhals are NOT blue.","If quokkas are NOT queens, then narwhals are blue.","If quokkas are queens, then narwhals are blue.","If narwhals are blue, then quokkas are NOT queens.",30,1
823,"If flowers are umpires, then dogs are indigo.

What is the inverse?","If flowers are NOT umpires, then dogs are NOT indigo.","If flowers are umpires, then dogs are NOT indigo.","If dogs are indigo, then flowers are umpires.","If dogs are NOT indigo, then flowers are NOT umpires.",30,1
824,"If giraffes are blue, then cats are zombies.

What is the inverse?","If cats are zombies, then giraffes are blue.","If giraffes are NOT blue, then cats are NOT zombies.","If cats are NOT zombies, then giraffes are NOT blue.","If cats are NOT zombies, then giraffes are blue.",30,2
825,"If umbrellas are happy, then flowers are weak.

What is the inverse?","If flowers are weak, then umbrellas are happy.","If umbrellas are NOT happy, then flowers are weak.","If umbrellas are NOT happy, then flowers are NOT weak.","If flowers are NOT weak, then umbrellas are NOT happy.",30,3
826,"If mice are yellow, then flowers are NOT green.

What is the inverse?","If flowers are green, then mice are NOT yellow.","If mice are NOT yellow, then flowers are green.","If mice are NOT yellow, then flowers are NOT green.","If flowers are NOT green, then mice are yellow.",30,2
827,"If dogs are NOT menacing, then jaguars are violent.

What is the inverse?","If dogs are menacing, then jaguars are NOT violent.","If jaguars are violent, then dogs are NOT menacing.","If jaguars are NOT violent, then dogs are menacing.","If dogs are menacing, then jaguars are violent.",30,1
828,"If bugs are NOT menacing, then ponies are NOT weak.

What is the converse?","If ponies are weak, then bugs are menacing.","If bugs are menacing, then ponies are weak.","If ponies are NOT weak, then bugs are NOT menacing.","If ponies are weak, then bugs are NOT menacing.",30,3
829,"If insects are NOT furious, then giraffes are jealous.

What is the converse?","If insects are NOT furious, then giraffes are NOT jealous.","If giraffes are NOT jealous, then insects are furious.","If insects are furious, then giraffes are NOT jealous.","If giraffes are jealous, then insects are NOT furious.",30,4
830,"If zebras are transient, then insects are awesome.

What is the contrapositive?","If zebras are NOT transient, then insects are NOT awesome.","If insects are NOT awesome, then zebras are NOT transient.","If insects are awesome, then zebras are transient.","If insects are NOT awesome, then zebras are transient.",30,2
831,"If apples are NOT menacing, then llamas are outgoing.

What is the inverse?","If apples are menacing, then llamas are NOT outgoing.","If llamas are outgoing, then apples are menacing.","If llamas are outgoing, then apples are NOT menacing.","If llamas are NOT outgoing, then apples are menacing.",30,1
832,"If owls are lame, then violins are queens.

What is the contrapositive?","If violins are queens, then owls are lame.","If owls are NOT lame, then violins are NOT queens.","If violins are NOT queens, then owls are NOT lame.","If violins are NOT queens, then owls are lame.",30,3
833,"If cats are outgoing, then llamas are umpires.

What is the converse?","If llamas are NOT umpires, then cats are NOT outgoing.","If cats are NOT outgoing, then llamas are NOT umpires.","If llamas are NOT umpires, then cats are outgoing.","If llamas are umpires, then cats are outgoing.",30,4
834,"If hawks are NOT curious, then ponies are weak.

What is the inverse?","If ponies are NOT weak, then hawks are curious.","If hawks are NOT curious, then ponies are NOT weak.","If hawks are curious, then ponies are NOT weak.","If ponies are weak, then hawks are NOT curious.",30,3
835,"If kangaroos are yellow, then insects are nice.

What is the converse?","If insects are NOT nice, then kangaroos are NOT yellow.","If kangaroos are NOT yellow, then insects are NOT nice.","If insects are nice, then kangaroos are yellow.","If kangaroos are yellow, then insects are NOT nice.",30,3
836,"If dogs are NOT lame, then mice are weak.

What is the inverse?","If mice are NOT weak, then dogs are lame.","If mice are weak, then dogs are lame.","If mice are weak, then dogs are NOT lame.","If dogs are lame, then mice are NOT weak.",30,4
837,"If ponies are xenophobic, then bugs are NOT curious.

What is the contrapositive?","If bugs are curious, then ponies are NOT xenophobic.","If ponies are NOT xenophobic, then bugs are NOT curious.","If ponies are NOT xenophobic, then bugs are curious.","If bugs are NOT curious, then ponies are xenophobic.",30,1
838,"If apples are NOT outgoing, then giraffes are yellow.

What is the inverse?","If apples are outgoing, then giraffes are NOT yellow.","If giraffes are yellow, then apples are NOT outgoing.","If apples are outgoing, then giraffes are yellow.","If giraffes are NOT yellow, then apples are outgoing.",30,1
839,"If whales are happy, then owls are NOT outgoing.

What is the converse?","If owls are NOT outgoing, then whales are happy.","If owls are outgoing, then whales are happy.","If whales are NOT happy, then owls are outgoing.","If owls are outgoing, then whales are NOT happy.",30,1
840,"If xylophones are NOT blue, then cats are killers.

What is the inverse?","If cats are killers, then xylophones are blue.","If cats are killers, then xylophones are NOT blue.","If xylophones are blue, then cats are NOT killers.","If cats are NOT killers, then xylophones are blue.",30,3
841,"If kangaroos are NOT xenophobic, then cats are nice.

What is the contrapositive?","If cats are nice, then kangaroos are xenophobic.","If cats are nice, then kangaroos are NOT xenophobic.","If cats are NOT nice, then kangaroos are xenophobic.","If kangaroos are xenophobic, then cats are NOT nice.",30,3
842,"If narwhals are happy, then xylophones are NOT killers.

What is the contrapositive?","If xylophones are NOT killers, then narwhals are happy.","If narwhals are NOT happy, then xylophones are killers.","If xylophones are killers, then narwhals are NOT happy.","If xylophones are NOT killers, then narwhals are NOT happy.",30,3
843,"If jaguars are NOT curious, then mice are NOT violent.

What is the contrapositive?","If mice are violent, then jaguars are curious.","If mice are NOT violent, then jaguars are NOT curious.","If jaguars are curious, then mice are violent.","If jaguars are NOT curious, then mice are violent.",30,1
844,"If ponies are NOT yellow, then hawks are NOT enigmatic.

What is the contrapositive?","If hawks are NOT enigmatic, then ponies are NOT yellow.","If hawks are enigmatic, then ponies are yellow.","If hawks are NOT enigmatic, then ponies are yellow.","If ponies are yellow, then hawks are enigmatic.",30,2
845,"If ponies are transient, then owls are NOT pious.

What is the inverse?","If ponies are transient, then owls are pious.","If ponies are NOT transient, then owls are pious.","If owls are NOT pious, then ponies are transient.","If owls are pious, then ponies are NOT transient.",30,2
846,"If cats are enigmatic, then mice are dangerous.

What is the converse?","If cats are NOT enigmatic, then mice are NOT dangerous.","If mice are NOT dangerous, then cats are NOT enigmatic.","If mice are dangerous, then cats are NOT enigmatic.","If mice are dangerous, then cats are enigmatic.",30,4
847,"If tulips are menacing, then owls are killers.

What is the converse?","If tulips are NOT menacing, then owls are NOT killers.","If owls are NOT killers, then tulips are menacing.","If owls are killers, then tulips are menacing.","If owls are NOT killers, then tulips are NOT menacing.",30,3
848,"If llamas are NOT furious, then owls are menacing.

What is the converse?","If llamas are furious, then owls are NOT menacing.","If owls are menacing, then llamas are NOT furious.","If owls are NOT menacing, then llamas are furious.","If owls are menacing, then llamas are furious.",30,2
849,"If bugs are NOT umpires, then quokkas are NOT nice.

What is the inverse?","If bugs are umpires, then quokkas are nice.","If bugs are umpires, then quokkas are NOT nice.","If quokkas are nice, then bugs are umpires.","If quokkas are NOT nice, then bugs are NOT umpires.",30,1
850,"If elephants are yellow, then tulips are indigo.

What is the contrapositive?","If tulips are indigo, then elephants are NOT yellow.","If tulips are indigo, then elephants are yellow.","If elephants are NOT yellow, then tulips are NOT indigo.","If tulips are NOT indigo, then elephants are NOT yellow.",30,4
851,"If kangaroos are NOT weak, then insects are NOT red.

What is the contrapositive?","If kangaroos are NOT weak, then insects are red.","If insects are red, then kangaroos are weak.","If insects are NOT red, then kangaroos are NOT weak.","If kangaroos are weak, then insects are red.",30,2
852,"If umbrellas are yellow, then ponies are enigmatic.

What is the inverse?","If ponies are NOT enigmatic, then umbrellas are NOT yellow.","If umbrellas are NOT yellow, then ponies are NOT enigmatic.","If umbrellas are NOT yellow, then ponies are enigmatic.","If ponies are enigmatic, then umbrellas are yellow.",30,2
853,"If apples are zombies, then narwhals are NOT outgoing.

What is the converse?","If narwhals are NOT outgoing, then apples are zombies.","If narwhals are outgoing, then apples are zombies.","If narwhals are outgoing, then apples are NOT zombies.","If apples are NOT zombies, then narwhals are outgoing.",30,1
854,"If xylophones are NOT xenophobic, then mice are NOT awesome.

What is the converse?","If mice are awesome, then xylophones are xenophobic.","If xylophones are xenophobic, then mice are awesome.","If mice are NOT awesome, then xylophones are NOT xenophobic.","If mice are NOT awesome, then xylophones are xenophobic.",30,3
855,"If dogs are NOT enigmatic, then giraffes are sly.

What is the inverse?","If giraffes are NOT sly, then dogs are enigmatic.","If giraffes are sly, then dogs are NOT enigmatic.","If giraffes are sly, then dogs are enigmatic.","If dogs are enigmatic, then giraffes are NOT sly.",30,4
856,"If mice are NOT queens, then tulips are NOT violent.

What is the converse?","If tulips are NOT violent, then mice are NOT queens.","If mice are queens, then tulips are violent.","If mice are queens, then tulips are NOT violent.","If tulips are violent, then mice are queens.",30,1
857,"If dogs are jealous, then mice are NOT killers.

What is the converse?","If dogs are NOT jealous, then mice are killers.","If mice are NOT killers, then dogs are jealous.","If mice are killers, then dogs are NOT jealous.","If dogs are jealous, then mice are killers.",30,2
858,"If owls are indigo, then violins are nice.

What is the inverse?","If owls are NOT indigo, then violins are NOT nice.","If violins are nice, then owls are indigo.","If violins are NOT nice, then owls are NOT indigo.","If owls are indigo, then violins are NOT nice.",30,1
859,"If dogs are NOT weak, then bugs are red.

What is the inverse?","If bugs are NOT red, then dogs are NOT weak.","If dogs are weak, then bugs are NOT red.","If bugs are NOT red, then dogs are weak.","If bugs are red, then dogs are NOT weak.",30,2
860,"If whales are green, then elephants are NOT transient.

What is the inverse?","If elephants are transient, then whales are NOT green.","If whales are NOT green, then elephants are transient.","If elephants are NOT transient, then whales are green.","If elephants are transient, then whales are green.",30,2
861,"If insects are transient, then flowers are blue.

What is the converse?","If flowers are NOT blue, then insects are NOT transient.","If insects are NOT transient, then flowers are NOT blue.","If insects are transient, then flowers are NOT blue.","If flowers are blue, then insects are transient.",30,4
862,"If zebras are blue, then giraffes are NOT xenophobic.

What is the inverse?","If giraffes are NOT xenophobic, then zebras are blue.","If zebras are NOT blue, then giraffes are xenophobic.","If giraffes are xenophobic, then zebras are NOT blue.","If giraffes are NOT xenophobic, then zebras are NOT blue.",30,2
863,"If violins are NOT weak, then owls are killers.

What is the inverse?","If violins are weak, then owls are NOT killers.","If owls are NOT killers, then violins are weak.","If owls are killers, then violins are NOT weak.","If owls are killers, then violins are weak.",30,1
864,"If flowers are NOT happy, then cats are umpires.

What is the converse?","If cats are NOT umpires, then flowers are happy.","If flowers are NOT happy, then cats are NOT umpires.","If cats are umpires, then flowers are NOT happy.","If flowers are happy, then cats are NOT umpires.",30,3
865,"If kangaroos are NOT queens, then apples are menacing.

What is the converse?","If apples are NOT menacing, then kangaroos are queens.","If apples are menacing, then kangaroos are NOT queens.","If apples are NOT menacing, then kangaroos are NOT queens.","If kangaroos are queens, then apples are NOT menacing.",30,2
866,"If llamas are furious, then tulips are NOT zombies.

What is the inverse?","If tulips are NOT zombies, then llamas are NOT furious.","If tulips are zombies, then llamas are NOT furious.","If tulips are NOT zombies, then llamas are furious.","If llamas are NOT furious, then tulips are zombies.",30,4
867,"If insects are zombies, then jaguars are green.

What is the inverse?","If jaguars are NOT green, then insects are NOT zombies.","If insects are NOT zombies, then jaguars are NOT green.","If jaguars are green, then insects are zombies.","If jaguars are green, then insects are NOT zombies.",30,2
868,"If jaguars are dangerous, then cats are curious.

What is the inverse?","If cats are NOT curious, then jaguars are NOT dangerous.","If jaguars are dangerous, then cats are NOT curious.","If cats are curious, then jaguars are dangerous.","If jaguars are NOT dangerous, then cats are NOT curious.",30,4
869,"If hawks are weak, then owls are NOT sly.

What is the inverse?","If owls are NOT sly, then hawks are weak.","If owls are sly, then hawks are NOT weak.","If hawks are NOT weak, then owls are sly.","If owls are sly, then hawks are weak.",30,3
870,"If zebras are NOT red, then apples are NOT furious.

What is the converse?","If apples are NOT furious, then zebras are red.","If apples are NOT furious, then zebras are NOT red.","If apples are furious, then zebras are red.","If zebras are red, then apples are furious.",30,2
871,"If violins are NOT violent, then dogs are pious.

What is the converse?","If violins are violent, then dogs are NOT pious.","If dogs are pious, then violins are NOT violent.","If dogs are NOT pious, then violins are violent.","If dogs are pious, then violins are violent.",30,2
872,"If kangaroos are red, then llamas are furious.

What is the contrapositive?","If llamas are NOT furious, then kangaroos are red.","If llamas are furious, then kangaroos are red.","If llamas are NOT furious, then kangaroos are NOT red.","If kangaroos are NOT red, then llamas are NOT furious.",30,3
873,"If umbrellas are NOT red, then xylophones are killers.

What is the inverse?","If xylophones are killers, then umbrellas are NOT red.","If xylophones are NOT killers, then umbrellas are red.","If umbrellas are red, then xylophones are killers.","If umbrellas are red, then xylophones are NOT killers.",30,4
874,"If zebras are NOT dangerous, then apples are NOT lame.

What is the contrapositive?","If apples are lame, then zebras are dangerous.","If apples are NOT lame, then zebras are dangerous.","If apples are NOT lame, then zebras are NOT dangerous.","If zebras are dangerous, then apples are lame.",30,1
875,"If insects are NOT blue, then ponies are indigo.

What is the inverse?","If insects are blue, then ponies are NOT indigo.","If ponies are NOT indigo, then insects are blue.","If insects are NOT blue, then ponies are NOT indigo.","If ponies are indigo, then insects are NOT blue.",30,1
876,"If kangaroos are NOT dangerous, then jaguars are violent.

What is the contrapositive?","If kangaroos are NOT dangerous, then jaguars are NOT violent.","If jaguars are NOT violent, then kangaroos are dangerous.","If kangaroos are dangerous, then jaguars are NOT violent.","If jaguars are violent, then kangaroos are NOT dangerous.",30,2
877,"If insects are green, then dogs are NOT violent.

What is the converse?","If dogs are violent, then insects are NOT green.","If dogs are violent, then insects are green.","If insects are NOT green, then dogs are violent.","If dogs are NOT violent, then insects are green.",30,4
878,"If apples are NOT jealous, then tulips are NOT umpires.

What is the inverse?","If apples are jealous, then tulips are umpires.","If tulips are NOT umpires, then apples are NOT jealous.","If apples are jealous, then tulips are NOT umpires.","If tulips are umpires, then apples are jealous.",30,1
879,"If zebras are NOT xenophobic, then narwhals are menacing.

What is the inverse?","If zebras are NOT xenophobic, then narwhals are NOT menacing.","If zebras are xenophobic, then narwhals are NOT menacing.","If narwhals are menacing, then zebras are NOT xenophobic.","If narwhals are NOT menacing, then zebras are xenophobic.",30,2
880,"If flowers are dangerous, then snakes are indigo.

What is the contrapositive?","If flowers are NOT dangerous, then snakes are NOT indigo.","If snakes are indigo, then flowers are dangerous.","If snakes are NOT indigo, then flowers are dangerous.","If snakes are NOT indigo, then flowers are NOT dangerous.",30,4
881,"If narwhals are NOT umpires, then snakes are NOT zombies.

What is the contrapositive?","If narwhals are umpires, then snakes are zombies.","If snakes are zombies, then narwhals are NOT umpires.","If snakes are NOT zombies, then narwhals are NOT umpires.","If snakes are zombies, then narwhals are umpires.",30,4
882,"If insects are NOT umpires, then jaguars are NOT indigo.

What is the inverse?","If jaguars are indigo, then insects are umpires.","If jaguars are NOT indigo, then insects are umpires.","If insects are umpires, then jaguars are indigo.","If jaguars are NOT indigo, then insects are NOT umpires.",30,3
883,"If owls are weak, then dogs are pious.

What is the converse?","If dogs are pious, then owls are weak.","If owls are NOT weak, then dogs are NOT pious.","If dogs are NOT pious, then owls are weak.","If dogs are NOT pious, then owls are NOT weak.",30,1
884,"If whales are sly, then llamas are weak.

What is the contrapositive?","If llamas are NOT weak, then whales are NOT sly.","If whales are NOT sly, then llamas are NOT weak.","If whales are NOT sly, then llamas are weak.","If llamas are weak, then whales are sly.",30,1
885,"If violins are yellow, then flowers are red.

What is the contrapositive?","If violins are NOT yellow, then flowers are NOT red.","If flowers are red, then violins are yellow.","If violins are yellow, then flowers are NOT red.","If flowers are NOT red, then violins are NOT yellow.",30,4
886,"If giraffes are NOT nice, then cats are red.

What is the inverse?","If cats are red, then giraffes are NOT nice.","If giraffes are nice, then cats are NOT red.","If giraffes are NOT nice, then cats are NOT red.","If cats are NOT red, then giraffes are nice.",30,2
887,"If apples are NOT queens, then quokkas are NOT indigo.

What is the inverse?","If apples are queens, then quokkas are NOT indigo.","If quokkas are NOT indigo, then apples are NOT queens.","If apples are queens, then quokkas are indigo.","If quokkas are indigo, then apples are queens.",30,3
888,"If owls are NOT lame, then jaguars are NOT killers.

What is the converse?","If jaguars are NOT killers, then owls are NOT lame.","If jaguars are killers, then owls are NOT lame.","If jaguars are killers, then owls are lame.","If owls are lame, then jaguars are killers.",30,1
889,"If umbrellas are NOT awesome, then xylophones are blue.

What is the inverse?","If xylophones are blue, then umbrellas are NOT awesome.","If umbrellas are NOT awesome, then xylophones are NOT blue.","If xylophones are NOT blue, then umbrellas are awesome.","If umbrellas are awesome, then xylophones are NOT blue.",30,4
890,"If giraffes are NOT happy, then hawks are NOT umpires.

What is the converse?","If hawks are umpires, then giraffes are happy.","If hawks are NOT umpires, then giraffes are NOT happy.","If giraffes are NOT happy, then hawks are umpires.","If giraffes are happy, then hawks are umpires.",30,2
891,"If elephants are sly, then umbrellas are NOT menacing.

What is the inverse?","If umbrellas are NOT menacing, then elephants are NOT sly.","If umbrellas are menacing, then elephants are NOT sly.","If elephants are NOT sly, then umbrellas are menacing.","If umbrellas are NOT menacing, then elephants are sly.",30,3
892,"If xylophones are zombies, then flowers are transient.

What is the inverse?","If flowers are NOT transient, then xylophones are zombies.","If flowers are NOT transient, then xylophones are NOT zombies.","If flowers are transient, then xylophones are zombies.","If xylophones are NOT zombies, then flowers are NOT transient.",30,4
893,"If ponies are NOT outgoing, then insects are NOT dangerous.

What is the converse?","If insects are dangerous, then ponies are outgoing.","If insects are NOT dangerous, then ponies are NOT outgoing.","If ponies are outgoing, then insects are dangerous.","If insects are dangerous, then ponies are NOT outgoing.",30,2
894,"If umbrellas are NOT furious, then flowers are NOT enigmatic.

What is the contrapositive?","If umbrellas are NOT furious, then flowers are enigmatic.","If flowers are NOT enigmatic, then umbrellas are NOT furious.","If umbrellas are furious, then flowers are enigmatic.","If flowers are enigmatic, then umbrellas are furious.",30,4
895,"If umbrellas are NOT furious, then apples are awesome.

What is the converse?","If apples are awesome, then umbrellas are NOT furious.","If apples are NOT awesome, then umbrellas are furious.","If umbrellas are furious, then apples are awesome.","If umbrellas are furious, then apples are NOT awesome.",30,1
896,"If xylophones are furious, then whales are zombies.

What is the contrapositive?","If xylophones are NOT furious, then whales are zombies.","If whales are zombies, then xylophones are furious.","If xylophones are NOT furious, then whales are NOT zombies.","If whales are NOT zombies, then xylophones are NOT furious.",30,4
897,"If bugs are NOT zombies, then insects are red.

What is the converse?","If bugs are zombies, then insects are NOT red.","If insects are red, then bugs are NOT zombies.","If bugs are zombies, then insects are red.","If insects are NOT red, then bugs are zombies.",30,2
898,"If tulips are furious, then hawks are NOT xenophobic.

What is the contrapositive?","If hawks are NOT xenophobic, then tulips are furious.","If tulips are NOT furious, then hawks are xenophobic.","If hawks are xenophobic, then tulips are NOT furious.","If tulips are furious, then hawks are xenophobic.",30,3
899,"If giraffes are NOT dangerous, then elephants are yellow.

What is the converse?","If elephants are NOT yellow, then giraffes are dangerous.","If elephants are yellow, then giraffes are dangerous.","If elephants are yellow, then giraffes are NOT dangerous.","If giraffes are dangerous, then elephants are NOT yellow.",30,3
900,"If dogs are furious, then apples are green.

What is the contrapositive?","If dogs are NOT furious, then apples are green.","If dogs are NOT furious, then apples are NOT green.","If apples are NOT green, then dogs are NOT furious.","If apples are green, then dogs are furious.",30,3
901,"If kangaroos are NOT enigmatic, then quokkas are furious.

What is the contrapositive?","If quokkas are NOT furious, then kangaroos are enigmatic.","If kangaroos are enigmatic, then quokkas are NOT furious.","If quokkas are furious, then kangaroos are NOT enigmatic.","If kangaroos are enigmatic, then quokkas are furious.",30,1
902,"If jaguars are blue, then giraffes are dangerous.

What is the converse?","If giraffes are dangerous, then jaguars are blue.","If jaguars are NOT blue, then giraffes are NOT dangerous.","If giraffes are dangerous, then jaguars are NOT blue.","If giraffes are NOT dangerous, then jaguars are NOT blue.",30,1
903,"If xylophones are NOT red, then insects are NOT umpires.

What is the contrapositive?","If insects are umpires, then xylophones are NOT red.","If insects are umpires, then xylophones are red.","If insects are NOT umpires, then xylophones are NOT red.","If xylophones are red, then insects are umpires.",30,2
904,"If tulips are NOT umpires, then flowers are transient.

What is the contrapositive?","If tulips are umpires, then flowers are NOT transient.","If flowers are transient, then tulips are NOT umpires.","If tulips are umpires, then flowers are transient.","If flowers are NOT transient, then tulips are umpires.",30,4
905,"If elephants are outgoing, then dogs are NOT happy.

What is the converse?","If elephants are NOT outgoing, then dogs are happy.","If dogs are NOT happy, then elephants are NOT outgoing.","If dogs are NOT happy, then elephants are outgoing.","If dogs are happy, then elephants are NOT outgoing.",30,3
906,"If narwhals are transient, then owls are happy.

What is the inverse?","If narwhals are NOT transient, then owls are NOT happy.","If owls are happy, then narwhals are NOT transient.","If owls are happy, then narwhals are transient.","If owls are NOT happy, then narwhals are NOT transient.",30,1
907,"If giraffes are NOT umpires, then dogs are NOT yellow.

What is the inverse?","If giraffes are umpires, then dogs are NOT yellow.","If dogs are yellow, then giraffes are umpires.","If giraffes are umpires, then dogs are yellow.","If dogs are NOT yellow, then giraffes are NOT umpires.",30,3
908,"If zebras are NOT transient, then cats are NOT enigmatic.

What is the inverse?","If cats are NOT enigmatic, then zebras are NOT transient.","If cats are enigmatic, then zebras are transient.","If cats are enigmatic, then zebras are NOT transient.","If zebras are transient, then cats are enigmatic.",30,4
909,"If kangaroos are NOT killers, then hawks are furious.

What is the converse?","If hawks are furious, then kangaroos are killers.","If hawks are furious, then kangaroos are NOT killers.","If kangaroos are killers, then hawks are NOT furious.","If hawks are NOT furious, then kangaroos are killers.",30,2
910,"If jaguars are NOT transient, then flowers are umpires.

What is the contrapositive?","If flowers are NOT umpires, then jaguars are transient.","If flowers are umpires, then jaguars are NOT transient.","If jaguars are transient, then flowers are NOT umpires.","If flowers are NOT umpires, then jaguars are NOT transient.",30,1
911,"If elephants are killers, then xylophones are NOT lame.

What is the converse?","If elephants are NOT killers, then xylophones are lame.","If elephants are killers, then xylophones are lame.","If xylophones are NOT lame, then elephants are killers.","If xylophones are lame, then elephants are NOT killers.",30,3
912,"If giraffes are violent, then violins are zombies.

What is the inverse?","If violins are NOT zombies, then giraffes are NOT violent.","If giraffes are NOT violent, then violins are NOT zombies.","If giraffes are NOT violent, then violins are zombies.","If violins are zombies, then giraffes are violent.",30,2
913,"If bugs are pious, then flowers are NOT indigo.

What is the inverse?","If bugs are NOT pious, then flowers are indigo.","If flowers are indigo, then bugs are pious.","If flowers are indigo, then bugs are NOT pious.","If flowers are NOT indigo, then bugs are pious.",30,1
914,"If quokkas are xenophobic, then tulips are NOT green.

What is the converse?","If tulips are green, then quokkas are NOT xenophobic.","If quokkas are NOT xenophobic, then tulips are green.","If tulips are NOT green, then quokkas are xenophobic.","If tulips are NOT green, then quokkas are NOT xenophobic.",30,3
915,"If apples are NOT jealous, then quokkas are pious.

What is the inverse?","If quokkas are NOT pious, then apples are jealous.","If apples are jealous, then quokkas are NOT pious.","If quokkas are pious, then apples are NOT jealous.","If apples are jealous, then quokkas are pious.",30,2
916,"If cats are NOT awesome, then hawks are pious.

What is the converse?","If hawks are pious, then cats are NOT awesome.","If hawks are NOT pious, then cats are awesome.","If cats are awesome, then hawks are NOT pious.","If cats are awesome, then hawks are pious.",30,1
917,"If llamas are sly, then dogs are outgoing.

What is the inverse?","If llamas are NOT sly, then dogs are NOT outgoing.","If dogs are outgoing, then llamas are sly.","If dogs are NOT outgoing, then llamas are NOT sly.","If llamas are sly, then dogs are NOT outgoing.",30,1
