"Blooket
Import Template",,,,,,,
633,'Negate the statement: All quokkas are lame.',Some quokkas are lame.,All quokkas are lame.,No quokkas are lame.,Some quokkas are not lame.,30,4
634,'Negate the statement: All snakes are menacing.',All snakes are menacing.,Some snakes are menacing.,No snakes are menacing.,Some snakes are not menacing.,30,4
635,'Negate the statement: Some zebras are not umpires.',All zebras are umpires.,Some zebras are not umpires.,Some zebras are umpires.,No zebras are umpires.,30,1
636,'Negate the statement: No whales are curious.',No whales are curious.,All whales are curious.,Some whales are curious.,Some whales are not curious.,30,3
637,'Negate the statement: All owls are curious.',Some owls are curious.,No owls are curious.,All owls are curious.,Some owls are not curious.,30,4
638,'Negate the statement: No mice are green.',All mice are green.,Some mice are green.,Some mice are not green.,No mice are green.,30,2
639,'Negate the statement: No jaguars are queens.',Some jaguars are not queens.,No jaguars are queens.,All jaguars are queens.,Some jaguars are queens.,30,4
640,'Negate the statement: Some hawks are not indigo.',Some hawks are indigo.,No hawks are indigo.,All hawks are indigo.,Some hawks are not indigo.,30,3
641,'Negate the statement: All snakes are awesome.',All snakes are awesome.,Some snakes are not awesome.,No snakes are awesome.,Some snakes are awesome.,30,2
642,'Negate the statement: All insects are pious.',All insects are pious.,Some insects are pious.,No insects are pious.,Some insects are not pious.,30,4
643,'Negate the statement: No ponies are happy.',All ponies are happy.,Some ponies are happy.,Some ponies are not happy.,No ponies are happy.,30,2
644,'Negate the statement: Some narwhals are green.',Some narwhals are not green.,All narwhals are green.,Some narwhals are green.,No narwhals are green.,30,4
645,'Negate the statement: Some violins are killers.',Some violins are killers.,Some violins are not killers.,All violins are killers.,No violins are killers.,30,4
646,'Negate the statement: Some flowers are nice.',Some flowers are not nice.,No flowers are nice.,All flowers are nice.,Some flowers are nice.,30,2
647,'Negate the statement: No zebras are sly.',Some zebras are not sly.,No zebras are sly.,All zebras are sly.,Some zebras are sly.,30,4
648,'Negate the statement: All tulips are sly.',No tulips are sly.,All tulips are sly.,Some tulips are sly.,Some tulips are not sly.,30,4
649,'Negate the statement: All bugs are outgoing.',All bugs are outgoing.,Some bugs are outgoing.,Some bugs are not outgoing.,No bugs are outgoing.,30,3
650,'Negate the statement: No umbrellas are sly.',Some umbrellas are sly.,Some umbrellas are not sly.,All umbrellas are sly.,No umbrellas are sly.,30,1
651,'Negate the statement: No elephants are enigmatic.',All elephants are enigmatic.,Some elephants are enigmatic.,Some elephants are not enigmatic.,No elephants are enigmatic.,30,2
652,'Negate the statement: Some xylophones are violent.',No xylophones are violent.,Some xylophones are violent.,All xylophones are violent.,Some xylophones are not violent.,30,1
653,'Negate the statement: Some owls are not blue.',Some owls are not blue.,No owls are blue.,All owls are blue.,Some owls are blue.,30,3
654,'Negate the statement: All narwhals are indigo.',Some narwhals are not indigo.,Some narwhals are indigo.,No narwhals are indigo.,All narwhals are indigo.,30,1
655,'Negate the statement: All giraffes are umpires.',Some giraffes are umpires.,All giraffes are umpires.,No giraffes are umpires.,Some giraffes are not umpires.,30,4
656,'Negate the statement: Some whales are not yellow.',All whales are yellow.,Some whales are yellow.,Some whales are not yellow.,No whales are yellow.,30,1
657,'Negate the statement: Some xylophones are not curious.',Some xylophones are not curious.,No xylophones are curious.,All xylophones are curious.,Some xylophones are curious.,30,3
658,'Negate the statement: No whales are weak.',No whales are weak.,All whales are weak.,Some whales are weak.,Some whales are not weak.,30,3
659,'Negate the statement: Some llamas are not weak.',All llamas are weak.,Some llamas are not weak.,Some llamas are weak.,No llamas are weak.,30,1
660,'Negate the statement: No whales are umpires.',All whales are umpires.,No whales are umpires.,Some whales are not umpires.,Some whales are umpires.,30,4
661,'Negate the statement: Some ponies are not queens.',Some ponies are queens.,All ponies are queens.,Some ponies are not queens.,No ponies are queens.,30,2
662,'Negate the statement: No quokkas are indigo.',Some quokkas are indigo.,No quokkas are indigo.,All quokkas are indigo.,Some quokkas are not indigo.,30,1
663,'Negate the statement: Some ponies are yellow.',Some ponies are yellow.,Some ponies are not yellow.,No ponies are yellow.,All ponies are yellow.,30,3
664,'Negate the statement: No hawks are transient.',Some hawks are transient.,Some hawks are not transient.,All hawks are transient.,No hawks are transient.,30,1
665,'Negate the statement: No insects are sly.',No insects are sly.,Some insects are not sly.,All insects are sly.,Some insects are sly.,30,4
666,'Negate the statement: No quokkas are zombies.',No quokkas are zombies.,Some quokkas are zombies.,All quokkas are zombies.,Some quokkas are not zombies.,30,2
667,'Negate the statement: Some whales are not menacing.',All whales are menacing.,No whales are menacing.,Some whales are not menacing.,Some whales are menacing.,30,1
668,'Negate the statement: Some whales are not queens.',Some whales are not queens.,Some whales are queens.,All whales are queens.,No whales are queens.,30,3
669,'Negate the statement: No violins are killers.',Some violins are killers.,No violins are killers.,Some violins are not killers.,All violins are killers.,30,1
670,'Negate the statement: All whales are blue.',All whales are blue.,Some whales are blue.,Some whales are not blue.,No whales are blue.,30,3
671,'Negate the statement: No cats are indigo.',Some cats are not indigo.,All cats are indigo.,No cats are indigo.,Some cats are indigo.,30,4
672,'Negate the statement: All owls are transient.',Some owls are not transient.,No owls are transient.,All owls are transient.,Some owls are transient.,30,1
673,'Negate the statement: All narwhals are green.',All narwhals are green.,No narwhals are green.,Some narwhals are green.,Some narwhals are not green.,30,4
674,'Negate the statement: Some giraffes are pious.',All giraffes are pious.,Some giraffes are pious.,Some giraffes are not pious.,No giraffes are pious.,30,4
675,'Negate the statement: All kangaroos are indigo.',No kangaroos are indigo.,Some kangaroos are not indigo.,All kangaroos are indigo.,Some kangaroos are indigo.,30,2
676,'Negate the statement: All jaguars are happy.',Some jaguars are happy.,No jaguars are happy.,Some jaguars are not happy.,All jaguars are happy.,30,3
677,'Negate the statement: Some xylophones are not umpires.',No xylophones are umpires.,Some xylophones are umpires.,Some xylophones are not umpires.,All xylophones are umpires.,30,4
678,'Negate the statement: Some tulips are not menacing.',Some tulips are menacing.,Some tulips are not menacing.,No tulips are menacing.,All tulips are menacing.,30,4
679,'Negate the statement: Some giraffes are happy.',Some giraffes are not happy.,Some giraffes are happy.,All giraffes are happy.,No giraffes are happy.,30,4
680,'Negate the statement: Some kangaroos are not weak.',Some kangaroos are weak.,Some kangaroos are not weak.,No kangaroos are weak.,All kangaroos are weak.,30,4
681,'Negate the statement: All tulips are weak.',All tulips are weak.,Some tulips are weak.,Some tulips are not weak.,No tulips are weak.,30,3
682,'Negate the statement: No xylophones are happy.',Some xylophones are happy.,Some xylophones are not happy.,No xylophones are happy.,All xylophones are happy.,30,1
683,'Negate the statement: No umbrellas are dangerous.',Some umbrellas are dangerous.,Some umbrellas are not dangerous.,All umbrellas are dangerous.,No umbrellas are dangerous.,30,1
684,'Negate the statement: No bugs are dangerous.',Some bugs are dangerous.,No bugs are dangerous.,Some bugs are not dangerous.,All bugs are dangerous.,30,1
685,'Negate the statement: No narwhals are yellow.',All narwhals are yellow.,Some narwhals are not yellow.,Some narwhals are yellow.,No narwhals are yellow.,30,3
686,'Negate the statement: Some insects are furious.',Some insects are not furious.,Some insects are furious.,All insects are furious.,No insects are furious.,30,4
687,'Negate the statement: Some xylophones are not indigo.',No xylophones are indigo.,Some xylophones are indigo.,Some xylophones are not indigo.,All xylophones are indigo.,30,4
688,'Negate the statement: Some hawks are blue.',No hawks are blue.,All hawks are blue.,Some hawks are not blue.,Some hawks are blue.,30,1
689,'Negate the statement: Some giraffes are not green.',Some giraffes are green.,Some giraffes are not green.,No giraffes are green.,All giraffes are green.,30,4
690,'Negate the statement: Some zebras are weak.',Some zebras are weak.,No zebras are weak.,Some zebras are not weak.,All zebras are weak.,30,2
691,'Negate the statement: Some mice are enigmatic.',Some mice are not enigmatic.,Some mice are enigmatic.,All mice are enigmatic.,No mice are enigmatic.,30,4
692,'Negate the statement: No giraffes are weak.',Some giraffes are weak.,All giraffes are weak.,No giraffes are weak.,Some giraffes are not weak.,30,1
693,'Negate the statement: Some giraffes are umpires.',All giraffes are umpires.,Some giraffes are umpires.,Some giraffes are not umpires.,No giraffes are umpires.,30,4
694,'Negate the statement: No hawks are happy.',Some hawks are not happy.,Some hawks are happy.,No hawks are happy.,All hawks are happy.,30,2
695,'Negate the statement: All cats are jealous.',Some cats are not jealous.,Some cats are jealous.,No cats are jealous.,All cats are jealous.,30,1
696,'Negate the statement: All zebras are xenophobic.',Some zebras are xenophobic.,Some zebras are not xenophobic.,All zebras are xenophobic.,No zebras are xenophobic.,30,2
697,'Negate the statement: Some snakes are weak.',All snakes are weak.,No snakes are weak.,Some snakes are not weak.,Some snakes are weak.,30,2
698,'Negate the statement: Some xylophones are not menacing.',All xylophones are menacing.,Some xylophones are menacing.,Some xylophones are not menacing.,No xylophones are menacing.,30,1
699,'Negate the statement: No kangaroos are jealous.',No kangaroos are jealous.,Some kangaroos are not jealous.,All kangaroos are jealous.,Some kangaroos are jealous.,30,4
700,'Negate the statement: No flowers are sly.',Some flowers are not sly.,No flowers are sly.,All flowers are sly.,Some flowers are sly.,30,4
701,'Negate the statement: Some dogs are sly.',Some dogs are not sly.,No dogs are sly.,Some dogs are sly.,All dogs are sly.,30,2
702,'Negate the statement: Some ponies are not violent.',No ponies are violent.,Some ponies are violent.,Some ponies are not violent.,All ponies are violent.,30,4
703,'Negate the statement: No umbrellas are furious.',Some umbrellas are furious.,No umbrellas are furious.,Some umbrellas are not furious.,All umbrellas are furious.,30,1
704,'Negate the statement: All cats are dangerous.',Some cats are dangerous.,All cats are dangerous.,No cats are dangerous.,Some cats are not dangerous.,30,4
705,'Negate the statement: Some narwhals are not awesome.',All narwhals are awesome.,Some narwhals are awesome.,Some narwhals are not awesome.,No narwhals are awesome.,30,1
706,'Negate the statement: Some hawks are not enigmatic.',No hawks are enigmatic.,All hawks are enigmatic.,Some hawks are not enigmatic.,Some hawks are enigmatic.,30,2
707,'Negate the statement: Some violins are not curious.',No violins are curious.,All violins are curious.,Some violins are curious.,Some violins are not curious.,30,2
708,'Negate the statement: Some cats are not lame.',Some cats are not lame.,All cats are lame.,Some cats are lame.,No cats are lame.,30,2
709,'Negate the statement: Some apples are not queens.',Some apples are queens.,No apples are queens.,Some apples are not queens.,All apples are queens.,30,4
710,'Negate the statement: No umbrellas are curious.',Some umbrellas are not curious.,Some umbrellas are curious.,No umbrellas are curious.,All umbrellas are curious.,30,2
711,'Negate the statement: Some elephants are xenophobic.',All elephants are xenophobic.,No elephants are xenophobic.,Some elephants are not xenophobic.,Some elephants are xenophobic.,30,2
712,'Negate the statement: No xylophones are furious.',No xylophones are furious.,Some xylophones are not furious.,Some xylophones are furious.,All xylophones are furious.,30,3
713,'Negate the statement: No elephants are lame.',No elephants are lame.,Some elephants are not lame.,Some elephants are lame.,All elephants are lame.,30,3
714,'Negate the statement: No snakes are killers.',Some snakes are not killers.,Some snakes are killers.,All snakes are killers.,No snakes are killers.,30,2
715,'Negate the statement: No hawks are weak.',All hawks are weak.,Some hawks are not weak.,Some hawks are weak.,No hawks are weak.,30,3
716,'Negate the statement: All mice are lame.',Some mice are not lame.,Some mice are lame.,All mice are lame.,No mice are lame.,30,1
717,'Negate the statement: All jaguars are happy.',Some jaguars are happy.,No jaguars are happy.,All jaguars are happy.,Some jaguars are not happy.,30,4
718,'Negate the statement: Some owls are outgoing.',No owls are outgoing.,All owls are outgoing.,Some owls are outgoing.,Some owls are not outgoing.,30,1
719,'Negate the statement: No jaguars are awesome.',No jaguars are awesome.,Some jaguars are awesome.,All jaguars are awesome.,Some jaguars are not awesome.,30,2
720,'Negate the statement: Some zebras are curious.',Some zebras are not curious.,No zebras are curious.,All zebras are curious.,Some zebras are curious.,30,2
721,'Negate the statement: Some xylophones are sly.',Some xylophones are not sly.,No xylophones are sly.,Some xylophones are sly.,All xylophones are sly.,30,2
722,'Negate the statement: No snakes are killers.',Some snakes are killers.,All snakes are killers.,No snakes are killers.,Some snakes are not killers.,30,1
723,'Negate the statement: All ponies are furious.',Some ponies are furious.,All ponies are furious.,No ponies are furious.,Some ponies are not furious.,30,4
724,'Negate the statement: No narwhals are nice.',No narwhals are nice.,Some narwhals are not nice.,All narwhals are nice.,Some narwhals are nice.,30,4
725,'Negate the statement: Some insects are not killers.',All insects are killers.,No insects are killers.,Some insects are killers.,Some insects are not killers.,30,1
726,'Negate the statement: Some dogs are violent.',Some dogs are not violent.,All dogs are violent.,Some dogs are violent.,No dogs are violent.,30,4
727,'Negate the statement: Some llamas are not yellow.',Some llamas are yellow.,No llamas are yellow.,Some llamas are not yellow.,All llamas are yellow.,30,4
728,'Negate the statement: Some cats are not outgoing.',All cats are outgoing.,No cats are outgoing.,Some cats are outgoing.,Some cats are not outgoing.,30,1
729,'Negate the statement: All ponies are sly.',All ponies are sly.,Some ponies are not sly.,No ponies are sly.,Some ponies are sly.,30,2
730,'Negate the statement: No kangaroos are weak.',No kangaroos are weak.,All kangaroos are weak.,Some kangaroos are weak.,Some kangaroos are not weak.,30,3
731,'Negate the statement: No xylophones are umpires.',All xylophones are umpires.,Some xylophones are umpires.,No xylophones are umpires.,Some xylophones are not umpires.,30,2
732,'Negate the statement: Some owls are enigmatic.',Some owls are not enigmatic.,All owls are enigmatic.,Some owls are enigmatic.,No owls are enigmatic.,30,4
733,'Negate the statement: Some giraffes are indigo.',No giraffes are indigo.,All giraffes are indigo.,Some giraffes are not indigo.,Some giraffes are indigo.,30,1
734,'Negate the statement: All narwhals are lame.',Some narwhals are lame.,Some narwhals are not lame.,No narwhals are lame.,All narwhals are lame.,30,2
735,'Negate the statement: Some llamas are blue.',Some llamas are blue.,No llamas are blue.,All llamas are blue.,Some llamas are not blue.,30,2
736,'Negate the statement: Some narwhals are enigmatic.',Some narwhals are not enigmatic.,All narwhals are enigmatic.,No narwhals are enigmatic.,Some narwhals are enigmatic.,30,3
737,'Negate the statement: Some dogs are not queens.',Some dogs are queens.,All dogs are queens.,Some dogs are not queens.,No dogs are queens.,30,2
738,'Negate the statement: All ponies are queens.',Some ponies are not queens.,All ponies are queens.,No ponies are queens.,Some ponies are queens.,30,1
739,'Negate the statement: Some snakes are pious.',Some snakes are not pious.,Some snakes are pious.,All snakes are pious.,No snakes are pious.,30,4
740,'Negate the statement: Some jaguars are not transient.',Some jaguars are transient.,All jaguars are transient.,No jaguars are transient.,Some jaguars are not transient.,30,2
741,'Negate the statement: Some dogs are queens.',Some dogs are queens.,All dogs are queens.,No dogs are queens.,Some dogs are not queens.,30,3
742,'Negate the statement: Some mice are not lame.',Some mice are not lame.,Some mice are lame.,No mice are lame.,All mice are lame.,30,4
743,'Negate the statement: All narwhals are furious.',All narwhals are furious.,Some narwhals are not furious.,No narwhals are furious.,Some narwhals are furious.,30,2
744,'Negate the statement: Some whales are enigmatic.',All whales are enigmatic.,Some whales are not enigmatic.,Some whales are enigmatic.,No whales are enigmatic.,30,4
745,'Negate the statement: All ponies are violent.',All ponies are violent.,Some ponies are not violent.,No ponies are violent.,Some ponies are violent.,30,2
746,'Negate the statement: All dogs are nice.',No dogs are nice.,All dogs are nice.,Some dogs are nice.,Some dogs are not nice.,30,4
747,'Negate the statement: All kangaroos are red.',Some kangaroos are red.,Some kangaroos are not red.,No kangaroos are red.,All kangaroos are red.,30,2
748,'Negate the statement: All owls are sly.',All owls are sly.,No owls are sly.,Some owls are sly.,Some owls are not sly.,30,4
749,'Negate the statement: All narwhals are enigmatic.',No narwhals are enigmatic.,All narwhals are enigmatic.,Some narwhals are enigmatic.,Some narwhals are not enigmatic.,30,4
750,'Negate the statement: Some quokkas are red.',No quokkas are red.,All quokkas are red.,Some quokkas are not red.,Some quokkas are red.,30,1
751,'Negate the statement: Some umbrellas are not outgoing.',Some umbrellas are not outgoing.,All umbrellas are outgoing.,Some umbrellas are outgoing.,No umbrellas are outgoing.,30,2
752,'Negate the statement: Some umbrellas are not indigo.',Some umbrellas are indigo.,No umbrellas are indigo.,Some umbrellas are not indigo.,All umbrellas are indigo.,30,4
753,'Negate the statement: Some owls are zombies.',Some owls are not zombies.,No owls are zombies.,Some owls are zombies.,All owls are zombies.,30,2
754,'Negate the statement: Some kangaroos are not nice.',Some kangaroos are not nice.,All kangaroos are nice.,Some kangaroos are nice.,No kangaroos are nice.,30,2
755,'Negate the statement: Some snakes are not lame.',No snakes are lame.,Some snakes are not lame.,All snakes are lame.,Some snakes are lame.,30,3
756,'Negate the statement: All cats are red.',Some cats are not red.,Some cats are red.,All cats are red.,No cats are red.,30,1
757,'Negate the statement: All mice are zombies.',Some mice are zombies.,All mice are zombies.,Some mice are not zombies.,No mice are zombies.,30,3
758,'Negate the statement: Some hawks are not transient.',Some hawks are transient.,All hawks are transient.,No hawks are transient.,Some hawks are not transient.,30,2
759,'Negate the statement: All kangaroos are dangerous.',All kangaroos are dangerous.,Some kangaroos are dangerous.,Some kangaroos are not dangerous.,No kangaroos are dangerous.,30,3
760,'Negate the statement: Some mice are not red.',Some mice are not red.,All mice are red.,Some mice are red.,No mice are red.,30,2
761,'Negate the statement: No ponies are indigo.',Some ponies are not indigo.,Some ponies are indigo.,No ponies are indigo.,All ponies are indigo.,30,2
762,'Negate the statement: All flowers are indigo.',No flowers are indigo.,Some flowers are not indigo.,All flowers are indigo.,Some flowers are indigo.,30,2
763,'Negate the statement: All kangaroos are pious.',Some kangaroos are not pious.,No kangaroos are pious.,Some kangaroos are pious.,All kangaroos are pious.,30,1
764,'Negate the statement: Some whales are not yellow.',All whales are yellow.,No whales are yellow.,Some whales are yellow.,Some whales are not yellow.,30,1
765,'Negate the statement: All llamas are red.',All llamas are red.,Some llamas are red.,Some llamas are not red.,No llamas are red.,30,3
766,'Negate the statement: No ponies are blue.',Some ponies are blue.,Some ponies are not blue.,No ponies are blue.,All ponies are blue.,30,1
767,'Negate the statement: No bugs are violent.',Some bugs are not violent.,No bugs are violent.,Some bugs are violent.,All bugs are violent.,30,3
768,'Negate the statement: No ponies are awesome.',Some ponies are awesome.,All ponies are awesome.,No ponies are awesome.,Some ponies are not awesome.,30,1
769,'Negate the statement: No tulips are red.',Some tulips are not red.,All tulips are red.,No tulips are red.,Some tulips are red.,30,4
770,'Negate the statement: All giraffes are enigmatic.',All giraffes are enigmatic.,No giraffes are enigmatic.,Some giraffes are not enigmatic.,Some giraffes are enigmatic.,30,3
771,'Negate the statement: Some ponies are red.',Some ponies are not red.,Some ponies are red.,No ponies are red.,All ponies are red.,30,3
772,'Negate the statement: Some violins are furious.',Some violins are not furious.,Some violins are furious.,All violins are furious.,No violins are furious.,30,4
773,'Negate the statement: All narwhals are weak.',No narwhals are weak.,Some narwhals are weak.,Some narwhals are not weak.,All narwhals are weak.,30,3
774,'Negate the statement: No narwhals are furious.',All narwhals are furious.,No narwhals are furious.,Some narwhals are not furious.,Some narwhals are furious.,30,4
775,'Negate the statement: Some xylophones are nice.',Some xylophones are nice.,No xylophones are nice.,Some xylophones are not nice.,All xylophones are nice.,30,2
776,'Negate the statement: All whales are curious.',No whales are curious.,Some whales are curious.,Some whales are not curious.,All whales are curious.,30,3
777,'Negate the statement: Some insects are enigmatic.',Some insects are not enigmatic.,Some insects are enigmatic.,No insects are enigmatic.,All insects are enigmatic.,30,3
778,'Negate the statement: No bugs are sly.',Some bugs are not sly.,No bugs are sly.,All bugs are sly.,Some bugs are sly.,30,4
779,'Negate the statement: No jaguars are awesome.',Some jaguars are not awesome.,All jaguars are awesome.,No jaguars are awesome.,Some jaguars are awesome.,30,4
780,'Negate the statement: No dogs are jealous.',All dogs are jealous.,Some dogs are jealous.,No dogs are jealous.,Some dogs are not jealous.,30,2
781,'Negate the statement: Some owls are weak.',Some owls are not weak.,No owls are weak.,All owls are weak.,Some owls are weak.,30,2
782,'Negate the statement: Some cats are not sly.',All cats are sly.,Some cats are sly.,No cats are sly.,Some cats are not sly.,30,1
783,'Negate the statement: All insects are queens.',No insects are queens.,All insects are queens.,Some insects are queens.,Some insects are not queens.,30,4
784,'Negate the statement: Some dogs are not menacing.',Some dogs are menacing.,Some dogs are not menacing.,All dogs are menacing.,No dogs are menacing.,30,3
785,'Negate the statement: Some narwhals are not blue.',All narwhals are blue.,Some narwhals are not blue.,Some narwhals are blue.,No narwhals are blue.,30,1
786,'Negate the statement: Some jaguars are not xenophobic.',No jaguars are xenophobic.,Some jaguars are xenophobic.,Some jaguars are not xenophobic.,All jaguars are xenophobic.,30,4
787,'Negate the statement: No giraffes are violent.',All giraffes are violent.,Some giraffes are not violent.,Some giraffes are violent.,No giraffes are violent.,30,3
788,'Negate the statement: Some mice are not green.',No mice are green.,Some mice are not green.,Some mice are green.,All mice are green.,30,4
789,'Negate the statement: All apples are nice.',Some apples are not nice.,Some apples are nice.,No apples are nice.,All apples are nice.,30,1
790,'Negate the statement: All violins are menacing.',No violins are menacing.,All violins are menacing.,Some violins are not menacing.,Some violins are menacing.,30,3
791,'Negate the statement: No snakes are enigmatic.',No snakes are enigmatic.,Some snakes are not enigmatic.,All snakes are enigmatic.,Some snakes are enigmatic.,30,4
792,'Negate the statement: No ponies are red.',No ponies are red.,All ponies are red.,Some ponies are not red.,Some ponies are red.,30,4
793,'Negate the statement: All apples are lame.',All apples are lame.,No apples are lame.,Some apples are lame.,Some apples are not lame.,30,4
794,'Negate the statement: All tulips are indigo.',No tulips are indigo.,Some tulips are not indigo.,All tulips are indigo.,Some tulips are indigo.,30,2
795,'Negate the statement: Some zebras are outgoing.',No zebras are outgoing.,All zebras are outgoing.,Some zebras are not outgoing.,Some zebras are outgoing.,30,1
796,'Negate the statement: All whales are green.',No whales are green.,All whales are green.,Some whales are green.,Some whales are not green.,30,4
797,'Negate the statement: Some apples are not killers.',No apples are killers.,Some apples are killers.,Some apples are not killers.,All apples are killers.,30,4
798,'Negate the statement: Some narwhals are not violent.',Some narwhals are not violent.,All narwhals are violent.,Some narwhals are violent.,No narwhals are violent.,30,2
799,'Negate the statement: Some kangaroos are weak.',Some kangaroos are weak.,No kangaroos are weak.,Some kangaroos are not weak.,All kangaroos are weak.,30,2
800,'Negate the statement: No llamas are weak.',Some llamas are not weak.,No llamas are weak.,All llamas are weak.,Some llamas are weak.,30,4
