"Blooket
Import Template",,,,,,,
634,'Negate the statement: Some whales are not xenophobic.',No whales are xenophobic.,All whales are xenophobic.,Some whales are xenophobic.,Some whales are not xenophobic.,30,2
635,'Negate the statement: Some bugs are umpires.',Some bugs are umpires.,No bugs are umpires.,All bugs are umpires.,Some bugs are not umpires.,30,2
636,'Negate the statement: No ponies are xenophobic.',Some ponies are not xenophobic.,Some ponies are xenophobic.,All ponies are xenophobic.,No ponies are xenophobic.,30,2
637,'Negate the statement: All elephants are yellow.',Some elephants are yellow.,All elephants are yellow.,Some elephants are not yellow.,No elephants are yellow.,30,3
638,'Negate the statement: No jaguars are pious.',Some jaguars are not pious.,No jaguars are pious.,All jaguars are pious.,Some jaguars are pious.,30,4
639,'Negate the statement: Some umbrellas are not outgoing.',Some umbrellas are not outgoing.,All umbrellas are outgoing.,No umbrellas are outgoing.,Some umbrellas are outgoing.,30,2
640,'Negate the statement: All owls are yellow.',Some owls are yellow.,No owls are yellow.,All owls are yellow.,Some owls are not yellow.,30,4
641,'Negate the statement: All quokkas are sly.',All quokkas are sly.,Some quokkas are not sly.,No quokkas are sly.,Some quokkas are sly.,30,2
642,'Negate the statement: No narwhals are nice.',No narwhals are nice.,Some narwhals are nice.,All narwhals are nice.,Some narwhals are not nice.,30,2
643,'Negate the statement: Some insects are transient.',Some insects are transient.,All insects are transient.,Some insects are not transient.,No insects are transient.,30,4
644,'Negate the statement: All flowers are blue.',Some flowers are blue.,No flowers are blue.,All flowers are blue.,Some flowers are not blue.,30,4
645,'Negate the statement: No tulips are zombies.',No tulips are zombies.,All tulips are zombies.,Some tulips are zombies.,Some tulips are not zombies.,30,3
646,'Negate the statement: Some elephants are not dangerous.',Some elephants are not dangerous.,Some elephants are dangerous.,No elephants are dangerous.,All elephants are dangerous.,30,4
647,'Negate the statement: All umbrellas are menacing.',No umbrellas are menacing.,Some umbrellas are not menacing.,All umbrellas are menacing.,Some umbrellas are menacing.,30,2
648,'Negate the statement: No violins are indigo.',No violins are indigo.,Some violins are indigo.,Some violins are not indigo.,All violins are indigo.,30,2
649,'Negate the statement: All kangaroos are furious.',All kangaroos are furious.,No kangaroos are furious.,Some kangaroos are furious.,Some kangaroos are not furious.,30,4
650,'Negate the statement: Some giraffes are not weak.',No giraffes are weak.,Some giraffes are not weak.,All giraffes are weak.,Some giraffes are weak.,30,3
651,'Negate the statement: Some quokkas are menacing.',All quokkas are menacing.,Some quokkas are menacing.,No quokkas are menacing.,Some quokkas are not menacing.,30,3
652,'Negate the statement: Some xylophones are not dangerous.',No xylophones are dangerous.,Some xylophones are dangerous.,All xylophones are dangerous.,Some xylophones are not dangerous.,30,3
653,'Negate the statement: Some elephants are lame.',Some elephants are not lame.,All elephants are lame.,No elephants are lame.,Some elephants are lame.,30,3
654,'Negate the statement: Some flowers are not furious.',No flowers are furious.,Some flowers are furious.,Some flowers are not furious.,All flowers are furious.,30,4
655,'Negate the statement: Some whales are not lame.',Some whales are lame.,No whales are lame.,All whales are lame.,Some whales are not lame.,30,3
656,'Negate the statement: No llamas are red.',Some llamas are red.,No llamas are red.,Some llamas are not red.,All llamas are red.,30,1
657,'Negate the statement: Some kangaroos are happy.',No kangaroos are happy.,All kangaroos are happy.,Some kangaroos are happy.,Some kangaroos are not happy.,30,1
658,'Negate the statement: All kangaroos are curious.',No kangaroos are curious.,Some kangaroos are not curious.,Some kangaroos are curious.,All kangaroos are curious.,30,2
659,'Negate the statement: All flowers are pious.',No flowers are pious.,Some flowers are not pious.,Some flowers are pious.,All flowers are pious.,30,2
660,'Negate the statement: Some llamas are zombies.',No llamas are zombies.,All llamas are zombies.,Some llamas are zombies.,Some llamas are not zombies.,30,1
661,'Negate the statement: All violins are enigmatic.',No violins are enigmatic.,All violins are enigmatic.,Some violins are not enigmatic.,Some violins are enigmatic.,30,3
662,'Negate the statement: All apples are enigmatic.',Some apples are not enigmatic.,All apples are enigmatic.,No apples are enigmatic.,Some apples are enigmatic.,30,1
663,'Negate the statement: No quokkas are jealous.',Some quokkas are not jealous.,All quokkas are jealous.,No quokkas are jealous.,Some quokkas are jealous.,30,4
664,'Negate the statement: All umbrellas are lame.',Some umbrellas are lame.,No umbrellas are lame.,All umbrellas are lame.,Some umbrellas are not lame.,30,4
665,'Negate the statement: All elephants are awesome.',Some elephants are awesome.,All elephants are awesome.,Some elephants are not awesome.,No elephants are awesome.,30,3
666,'Negate the statement: No flowers are green.',Some flowers are green.,No flowers are green.,All flowers are green.,Some flowers are not green.,30,1
667,'Negate the statement: No apples are indigo.',Some apples are not indigo.,All apples are indigo.,Some apples are indigo.,No apples are indigo.,30,3
668,'Negate the statement: Some giraffes are not jealous.',No giraffes are jealous.,Some giraffes are jealous.,Some giraffes are not jealous.,All giraffes are jealous.,30,4
669,'Negate the statement: Some xylophones are red.',All xylophones are red.,Some xylophones are not red.,No xylophones are red.,Some xylophones are red.,30,3
670,'Negate the statement: All xylophones are curious.',All xylophones are curious.,No xylophones are curious.,Some xylophones are not curious.,Some xylophones are curious.,30,3
671,'Negate the statement: No umbrellas are furious.',Some umbrellas are not furious.,Some umbrellas are furious.,No umbrellas are furious.,All umbrellas are furious.,30,2
672,'Negate the statement: Some cats are transient.',Some cats are not transient.,All cats are transient.,Some cats are transient.,No cats are transient.,30,4
673,'Negate the statement: All narwhals are zombies.',No narwhals are zombies.,Some narwhals are not zombies.,All narwhals are zombies.,Some narwhals are zombies.,30,2
674,'Negate the statement: All xylophones are jealous.',Some xylophones are jealous.,All xylophones are jealous.,Some xylophones are not jealous.,No xylophones are jealous.,30,3
675,'Negate the statement: Some cats are yellow.',Some cats are not yellow.,Some cats are yellow.,All cats are yellow.,No cats are yellow.,30,4
676,'Negate the statement: Some owls are green.',All owls are green.,No owls are green.,Some owls are green.,Some owls are not green.,30,2
677,'Negate the statement: No insects are menacing.',Some insects are not menacing.,Some insects are menacing.,No insects are menacing.,All insects are menacing.,30,2
678,'Negate the statement: Some insects are sly.',All insects are sly.,Some insects are sly.,Some insects are not sly.,No insects are sly.,30,4
679,'Negate the statement: All umbrellas are violent.',Some umbrellas are violent.,Some umbrellas are not violent.,No umbrellas are violent.,All umbrellas are violent.,30,2
680,'Negate the statement: Some flowers are not outgoing.',No flowers are outgoing.,All flowers are outgoing.,Some flowers are not outgoing.,Some flowers are outgoing.,30,2
681,'Negate the statement: Some xylophones are jealous.',All xylophones are jealous.,No xylophones are jealous.,Some xylophones are jealous.,Some xylophones are not jealous.,30,2
682,'Negate the statement: Some quokkas are not violent.',No quokkas are violent.,All quokkas are violent.,Some quokkas are violent.,Some quokkas are not violent.,30,2
683,'Negate the statement: No quokkas are violent.',No quokkas are violent.,Some quokkas are not violent.,Some quokkas are violent.,All quokkas are violent.,30,3
684,'Negate the statement: All owls are violent.',Some owls are violent.,No owls are violent.,All owls are violent.,Some owls are not violent.,30,4
685,'Negate the statement: No snakes are umpires.',No snakes are umpires.,Some snakes are not umpires.,Some snakes are umpires.,All snakes are umpires.,30,3
686,'Negate the statement: Some jaguars are not zombies.',All jaguars are zombies.,Some jaguars are zombies.,Some jaguars are not zombies.,No jaguars are zombies.,30,1
687,'Negate the statement: Some tulips are dangerous.',No tulips are dangerous.,Some tulips are dangerous.,Some tulips are not dangerous.,All tulips are dangerous.,30,1
688,'Negate the statement: Some hawks are dangerous.',No hawks are dangerous.,Some hawks are dangerous.,Some hawks are not dangerous.,All hawks are dangerous.,30,1
689,'Negate the statement: Some flowers are not zombies.',All flowers are zombies.,No flowers are zombies.,Some flowers are zombies.,Some flowers are not zombies.,30,1
690,'Negate the statement: All whales are pious.',Some whales are not pious.,All whales are pious.,Some whales are pious.,No whales are pious.,30,1
691,'Negate the statement: Some umbrellas are not awesome.',Some umbrellas are awesome.,Some umbrellas are not awesome.,All umbrellas are awesome.,No umbrellas are awesome.,30,3
692,'Negate the statement: All zebras are menacing.',All zebras are menacing.,No zebras are menacing.,Some zebras are not menacing.,Some zebras are menacing.,30,3
693,'Negate the statement: Some ponies are lame.',All ponies are lame.,Some ponies are not lame.,No ponies are lame.,Some ponies are lame.,30,3
694,'Negate the statement: No whales are pious.',No whales are pious.,Some whales are not pious.,Some whales are pious.,All whales are pious.,30,3
695,'Negate the statement: Some insects are not weak.',All insects are weak.,Some insects are not weak.,Some insects are weak.,No insects are weak.,30,1
696,'Negate the statement: All zebras are furious.',Some zebras are not furious.,No zebras are furious.,All zebras are furious.,Some zebras are furious.,30,1
697,'Negate the statement: Some jaguars are yellow.',No jaguars are yellow.,Some jaguars are yellow.,All jaguars are yellow.,Some jaguars are not yellow.,30,1
698,'Negate the statement: All violins are transient.',Some violins are not transient.,All violins are transient.,Some violins are transient.,No violins are transient.,30,1
699,'Negate the statement: Some violins are not enigmatic.',Some violins are not enigmatic.,All violins are enigmatic.,Some violins are enigmatic.,No violins are enigmatic.,30,2
700,'Negate the statement: Some umbrellas are not awesome.',All umbrellas are awesome.,Some umbrellas are awesome.,Some umbrellas are not awesome.,No umbrellas are awesome.,30,1
701,'Negate the statement: No owls are yellow.',Some owls are not yellow.,Some owls are yellow.,No owls are yellow.,All owls are yellow.,30,2
702,'Negate the statement: All kangaroos are enigmatic.',Some kangaroos are not enigmatic.,No kangaroos are enigmatic.,Some kangaroos are enigmatic.,All kangaroos are enigmatic.,30,1
703,'Negate the statement: No zebras are umpires.',All zebras are umpires.,No zebras are umpires.,Some zebras are umpires.,Some zebras are not umpires.,30,3
704,'Negate the statement: All insects are red.',Some insects are red.,No insects are red.,All insects are red.,Some insects are not red.,30,4
705,'Negate the statement: All cats are violent.',No cats are violent.,All cats are violent.,Some cats are violent.,Some cats are not violent.,30,4
706,'Negate the statement: Some owls are not weak.',Some owls are weak.,No owls are weak.,All owls are weak.,Some owls are not weak.,30,3
707,'Negate the statement: Some giraffes are not sly.',No giraffes are sly.,All giraffes are sly.,Some giraffes are sly.,Some giraffes are not sly.,30,2
708,'Negate the statement: Some umbrellas are zombies.',No umbrellas are zombies.,All umbrellas are zombies.,Some umbrellas are zombies.,Some umbrellas are not zombies.,30,1
709,'Negate the statement: All insects are blue.',No insects are blue.,Some insects are not blue.,Some insects are blue.,All insects are blue.,30,2
710,'Negate the statement: No hawks are indigo.',Some hawks are not indigo.,Some hawks are indigo.,No hawks are indigo.,All hawks are indigo.,30,2
711,'Negate the statement: Some quokkas are zombies.',No quokkas are zombies.,All quokkas are zombies.,Some quokkas are zombies.,Some quokkas are not zombies.,30,1
712,'Negate the statement: Some whales are violent.',Some whales are violent.,All whales are violent.,Some whales are not violent.,No whales are violent.,30,4
713,'Negate the statement: No tulips are umpires.',No tulips are umpires.,Some tulips are umpires.,All tulips are umpires.,Some tulips are not umpires.,30,2
714,'Negate the statement: Some insects are furious.',No insects are furious.,All insects are furious.,Some insects are furious.,Some insects are not furious.,30,1
715,'Negate the statement: Some narwhals are happy.',Some narwhals are not happy.,No narwhals are happy.,All narwhals are happy.,Some narwhals are happy.,30,2
716,'Negate the statement: All zebras are green.',Some zebras are not green.,All zebras are green.,Some zebras are green.,No zebras are green.,30,1
717,'Negate the statement: No narwhals are outgoing.',Some narwhals are outgoing.,Some narwhals are not outgoing.,All narwhals are outgoing.,No narwhals are outgoing.,30,1
718,'Negate the statement: Some flowers are queens.',Some flowers are not queens.,Some flowers are queens.,All flowers are queens.,No flowers are queens.,30,4
719,'Negate the statement: All flowers are umpires.',Some flowers are not umpires.,All flowers are umpires.,No flowers are umpires.,Some flowers are umpires.,30,1
720,'Negate the statement: No elephants are lame.',No elephants are lame.,Some elephants are not lame.,All elephants are lame.,Some elephants are lame.,30,4
721,'Negate the statement: Some jaguars are not pious.',Some jaguars are not pious.,All jaguars are pious.,Some jaguars are pious.,No jaguars are pious.,30,2
722,'Negate the statement: No ponies are menacing.',All ponies are menacing.,Some ponies are not menacing.,Some ponies are menacing.,No ponies are menacing.,30,3
723,'Negate the statement: Some dogs are enigmatic.',Some dogs are enigmatic.,No dogs are enigmatic.,Some dogs are not enigmatic.,All dogs are enigmatic.,30,2
724,'Negate the statement: Some snakes are menacing.',No snakes are menacing.,All snakes are menacing.,Some snakes are menacing.,Some snakes are not menacing.,30,1
725,'Negate the statement: Some violins are not queens.',No violins are queens.,Some violins are not queens.,All violins are queens.,Some violins are queens.,30,3
726,'Negate the statement: All flowers are indigo.',No flowers are indigo.,All flowers are indigo.,Some flowers are not indigo.,Some flowers are indigo.,30,3
727,'Negate the statement: Some llamas are not violent.',No llamas are violent.,Some llamas are not violent.,Some llamas are violent.,All llamas are violent.,30,4
728,'Negate the statement: All whales are green.',Some whales are not green.,No whales are green.,All whales are green.,Some whales are green.,30,1
729,'Negate the statement: No hawks are outgoing.',All hawks are outgoing.,Some hawks are outgoing.,No hawks are outgoing.,Some hawks are not outgoing.,30,2
730,'Negate the statement: Some elephants are not umpires.',Some elephants are umpires.,All elephants are umpires.,Some elephants are not umpires.,No elephants are umpires.,30,2
731,'Negate the statement: All violins are sly.',Some violins are not sly.,Some violins are sly.,All violins are sly.,No violins are sly.,30,1
732,'Negate the statement: No tulips are yellow.',No tulips are yellow.,All tulips are yellow.,Some tulips are not yellow.,Some tulips are yellow.,30,4
733,'Negate the statement: All kangaroos are weak.',Some kangaroos are not weak.,Some kangaroos are weak.,All kangaroos are weak.,No kangaroos are weak.,30,1
734,'Negate the statement: Some umbrellas are dangerous.',Some umbrellas are not dangerous.,Some umbrellas are dangerous.,No umbrellas are dangerous.,All umbrellas are dangerous.,30,3
735,'Negate the statement: No jaguars are nice.',All jaguars are nice.,Some jaguars are not nice.,Some jaguars are nice.,No jaguars are nice.,30,3
736,'Negate the statement: Some elephants are not happy.',Some elephants are happy.,No elephants are happy.,All elephants are happy.,Some elephants are not happy.,30,3
737,'Negate the statement: All zebras are awesome.',No zebras are awesome.,Some zebras are awesome.,Some zebras are not awesome.,All zebras are awesome.,30,3
738,'Negate the statement: All tulips are red.',No tulips are red.,Some tulips are red.,All tulips are red.,Some tulips are not red.,30,4
739,'Negate the statement: Some flowers are furious.',Some flowers are furious.,No flowers are furious.,All flowers are furious.,Some flowers are not furious.,30,2
740,'Negate the statement: No cats are awesome.',All cats are awesome.,Some cats are awesome.,No cats are awesome.,Some cats are not awesome.,30,2
741,'Negate the statement: No zebras are xenophobic.',Some zebras are xenophobic.,Some zebras are not xenophobic.,All zebras are xenophobic.,No zebras are xenophobic.,30,1
742,'Negate the statement: Some zebras are not queens.',All zebras are queens.,Some zebras are queens.,No zebras are queens.,Some zebras are not queens.,30,1
743,'Negate the statement: Some quokkas are not dangerous.',No quokkas are dangerous.,Some quokkas are not dangerous.,Some quokkas are dangerous.,All quokkas are dangerous.,30,4
744,'Negate the statement: All xylophones are queens.',Some xylophones are queens.,All xylophones are queens.,No xylophones are queens.,Some xylophones are not queens.,30,4
745,'Negate the statement: Some giraffes are not green.',No giraffes are green.,All giraffes are green.,Some giraffes are green.,Some giraffes are not green.,30,2
746,'Negate the statement: Some dogs are not enigmatic.',No dogs are enigmatic.,Some dogs are enigmatic.,Some dogs are not enigmatic.,All dogs are enigmatic.,30,4
747,'Negate the statement: Some insects are not awesome.',Some insects are awesome.,No insects are awesome.,Some insects are not awesome.,All insects are awesome.,30,4
748,'Negate the statement: Some jaguars are jealous.',No jaguars are jealous.,All jaguars are jealous.,Some jaguars are jealous.,Some jaguars are not jealous.,30,1
749,'Negate the statement: No hawks are jealous.',Some hawks are not jealous.,All hawks are jealous.,Some hawks are jealous.,No hawks are jealous.,30,3
750,'Negate the statement: No insects are violent.',Some insects are not violent.,All insects are violent.,No insects are violent.,Some insects are violent.,30,4
751,'Negate the statement: Some mice are killers.',No mice are killers.,Some mice are not killers.,All mice are killers.,Some mice are killers.,30,1
752,'Negate the statement: All umbrellas are sly.',Some umbrellas are not sly.,Some umbrellas are sly.,All umbrellas are sly.,No umbrellas are sly.,30,1
753,'Negate the statement: Some xylophones are yellow.',Some xylophones are yellow.,Some xylophones are not yellow.,No xylophones are yellow.,All xylophones are yellow.,30,3
754,'Negate the statement: Some giraffes are weak.',Some giraffes are weak.,No giraffes are weak.,Some giraffes are not weak.,All giraffes are weak.,30,2
755,'Negate the statement: All insects are transient.',Some insects are transient.,All insects are transient.,Some insects are not transient.,No insects are transient.,30,3
756,'Negate the statement: No xylophones are awesome.',All xylophones are awesome.,Some xylophones are awesome.,Some xylophones are not awesome.,No xylophones are awesome.,30,2
757,'Negate the statement: Some insects are sly.',Some insects are sly.,Some insects are not sly.,No insects are sly.,All insects are sly.,30,3
758,'Negate the statement: Some jaguars are umpires.',All jaguars are umpires.,Some jaguars are umpires.,Some jaguars are not umpires.,No jaguars are umpires.,30,4
759,'Negate the statement: Some hawks are not red.',No hawks are red.,Some hawks are red.,Some hawks are not red.,All hawks are red.,30,4
760,'Negate the statement: All jaguars are zombies.',Some jaguars are not zombies.,No jaguars are zombies.,Some jaguars are zombies.,All jaguars are zombies.,30,1
761,'Negate the statement: All mice are violent.',Some mice are not violent.,No mice are violent.,All mice are violent.,Some mice are violent.,30,1
762,'Negate the statement: Some bugs are awesome.',Some bugs are awesome.,No bugs are awesome.,Some bugs are not awesome.,All bugs are awesome.,30,2
763,'Negate the statement: Some jaguars are jealous.',All jaguars are jealous.,No jaguars are jealous.,Some jaguars are not jealous.,Some jaguars are jealous.,30,2
764,'Negate the statement: All narwhals are menacing.',All narwhals are menacing.,Some narwhals are not menacing.,Some narwhals are menacing.,No narwhals are menacing.,30,2
765,'Negate the statement: Some umbrellas are killers.',No umbrellas are killers.,Some umbrellas are not killers.,All umbrellas are killers.,Some umbrellas are killers.,30,1
766,'Negate the statement: All jaguars are weak.',Some jaguars are weak.,No jaguars are weak.,All jaguars are weak.,Some jaguars are not weak.,30,4
767,'Negate the statement: Some zebras are menacing.',All zebras are menacing.,Some zebras are not menacing.,Some zebras are menacing.,No zebras are menacing.,30,4
768,'Negate the statement: No dogs are happy.',No dogs are happy.,All dogs are happy.,Some dogs are not happy.,Some dogs are happy.,30,4
769,'Negate the statement: No whales are outgoing.',Some whales are not outgoing.,No whales are outgoing.,All whales are outgoing.,Some whales are outgoing.,30,4
770,'Negate the statement: Some violins are not happy.',All violins are happy.,No violins are happy.,Some violins are not happy.,Some violins are happy.,30,1
771,'Negate the statement: Some jaguars are jealous.',Some jaguars are jealous.,No jaguars are jealous.,Some jaguars are not jealous.,All jaguars are jealous.,30,2
772,'Negate the statement: All bugs are xenophobic.',No bugs are xenophobic.,Some bugs are xenophobic.,All bugs are xenophobic.,Some bugs are not xenophobic.,30,4
773,'Negate the statement: Some apples are zombies.',No apples are zombies.,Some apples are not zombies.,All apples are zombies.,Some apples are zombies.,30,1
774,'Negate the statement: Some giraffes are not xenophobic.',Some giraffes are not xenophobic.,No giraffes are xenophobic.,Some giraffes are xenophobic.,All giraffes are xenophobic.,30,4
775,'Negate the statement: Some xylophones are nice.',Some xylophones are nice.,No xylophones are nice.,All xylophones are nice.,Some xylophones are not nice.,30,2
776,'Negate the statement: Some bugs are not pious.',All bugs are pious.,No bugs are pious.,Some bugs are not pious.,Some bugs are pious.,30,1
777,'Negate the statement: All apples are nice.',Some apples are nice.,All apples are nice.,Some apples are not nice.,No apples are nice.,30,3
778,'Negate the statement: No ponies are pious.',All ponies are pious.,Some ponies are pious.,Some ponies are not pious.,No ponies are pious.,30,2
779,'Negate the statement: Some bugs are blue.',Some bugs are blue.,Some bugs are not blue.,All bugs are blue.,No bugs are blue.,30,4
780,'Negate the statement: All hawks are awesome.',No hawks are awesome.,Some hawks are awesome.,Some hawks are not awesome.,All hawks are awesome.,30,3
781,'Negate the statement: Some bugs are weak.',All bugs are weak.,No bugs are weak.,Some bugs are not weak.,Some bugs are weak.,30,2
782,'Negate the statement: Some owls are indigo.',Some owls are not indigo.,No owls are indigo.,Some owls are indigo.,All owls are indigo.,30,2
783,'Negate the statement: Some hawks are not enigmatic.',Some hawks are not enigmatic.,No hawks are enigmatic.,All hawks are enigmatic.,Some hawks are enigmatic.,30,3
784,'Negate the statement: Some insects are transient.',Some insects are transient.,Some insects are not transient.,No insects are transient.,All insects are transient.,30,3
785,'Negate the statement: All xylophones are menacing.',Some xylophones are menacing.,All xylophones are menacing.,No xylophones are menacing.,Some xylophones are not menacing.,30,4
786,'Negate the statement: No llamas are outgoing.',Some llamas are not outgoing.,Some llamas are outgoing.,All llamas are outgoing.,No llamas are outgoing.,30,2
787,'Negate the statement: Some violins are not blue.',All violins are blue.,Some violins are not blue.,No violins are blue.,Some violins are blue.,30,1
788,'Negate the statement: Some kangaroos are weak.',No kangaroos are weak.,All kangaroos are weak.,Some kangaroos are weak.,Some kangaroos are not weak.,30,1
789,'Negate the statement: All elephants are transient.',All elephants are transient.,No elephants are transient.,Some elephants are transient.,Some elephants are not transient.,30,4
790,'Negate the statement: Some bugs are not killers.',All bugs are killers.,Some bugs are killers.,No bugs are killers.,Some bugs are not killers.,30,1
791,'Negate the statement: No zebras are umpires.',All zebras are umpires.,Some zebras are umpires.,No zebras are umpires.,Some zebras are not umpires.,30,2
792,'Negate the statement: All cats are red.',All cats are red.,Some cats are not red.,Some cats are red.,No cats are red.,30,2
793,'Negate the statement: Some narwhals are not queens.',Some narwhals are not queens.,All narwhals are queens.,Some narwhals are queens.,No narwhals are queens.,30,2
794,'Negate the statement: Some apples are curious.',All apples are curious.,Some apples are not curious.,No apples are curious.,Some apples are curious.,30,3
795,'Negate the statement: All whales are weak.',No whales are weak.,Some whales are not weak.,All whales are weak.,Some whales are weak.,30,2
796,'Negate the statement: All xylophones are dangerous.',No xylophones are dangerous.,All xylophones are dangerous.,Some xylophones are not dangerous.,Some xylophones are dangerous.,30,3
797,'Negate the statement: All owls are menacing.',Some owls are menacing.,All owls are menacing.,No owls are menacing.,Some owls are not menacing.,30,4
798,'Negate the statement: Some bugs are not red.',No bugs are red.,Some bugs are red.,All bugs are red.,Some bugs are not red.,30,3
799,'Negate the statement: No umbrellas are furious.',No umbrellas are furious.,All umbrellas are furious.,Some umbrellas are furious.,Some umbrellas are not furious.,30,3
800,'Negate the statement: Some giraffes are zombies.',Some giraffes are not zombies.,No giraffes are zombies.,Some giraffes are zombies.,All giraffes are zombies.,30,2
